,price,volume,rsi,macd,adx,obv,target
2012-03-20,30.1746494469534,4442500.0,58.397026865124175,0.22329741181595963,17.627565547375077,457617493.0,0
2012-03-21,30.1218702000447,4671700.0,57.00731679355425,0.21298879732856335,17.61514660798435,452945793.0,0
2012-03-22,30.0163117062273,3949400.0,54.227794943213404,0.19406440416550197,16.553573544472098,448996393.0,0
2012-03-23,30.0615510607205,5203400.0,55.23515443037889,0.18063487763930297,16.0680688064161,454199793.0,0
2012-03-26,30.3631467573417,5361100.0,61.34319638372289,0.19211356766816579,16.445907988672914,459560893.0,0
2012-03-27,30.3556068649262,4183400.0,61.118671995350184,0.19831604202608943,16.8365001945434,455377493.0,0
2012-03-28,30.3933063270038,4874800.0,61.87015107095411,0.20392288310443618,16.22642469134603,460252293.0,0
2012-03-29,30.1294100924603,5311500.0,54.00206830493529,0.1849402483377922,15.070766227390306,454940793.0,0
2012-03-30,30.3593768111339,4784300.0,58.906385630664225,0.18630515594087882,14.670917883758877,459725093.0,0
2012-04-02,30.5214844980678,5233900.0,61.98344792482726,0.19818305964809824,14.920791364037886,464958993.0,0
2012-04-03,30.4008462194194,3340400.0,58.47436472222065,0.19560704676701235,14.85207075903989,461618593.0,0
2012-04-04,30.4083861118349,4175400.0,58.631997737885506,0.19196113582190222,14.458599009626056,465793993.0,0
2012-04-05,30.5214844980678,4379400.0,61.02214560874866,0.19593915508494675,14.206744329594562,470173393.0,0
2012-04-09,29.9484526744875,7599800.0,46.395542025498784,0.15111097165688037,13.549655479089713,462573593.0,0
2012-04-10,29.7222559020216,6691900.0,42.10527008891435,0.09622292619138051,13.602650088687014,455881693.0,1
2012-04-11,29.7599553640993,5141900.0,43.050488139491435,0.05513027869963594,13.720128240916731,461023593.0,1
2012-04-12,29.8428941806701,6299800.0,45.17132888578942,0.02892312111830364,13.948004944830332,467323393.0,1
2012-04-13,29.5412984840489,5438100.0,39.42209770574308,-0.01599807638805828,14.579187238049318,461885293.0,1
