,price,volume,rsi,macd,adx,obv
2023-05-08,102.97,10810139.0,57.792684097696096,0.6042307089428505,10.396673676391856,1368461843.0
2023-05-05,100.52,9300109.0,52.65426559175368,0.3838358346285702,10.477044958915922,1357651704.0
2023-05-04,97.45,13260720.0,44.84072452635478,0.3464033101819126,10.715636473440226,1348351595.0
2023-05-03,100.86,7772064.0,54.03898094557336,0.606169021740115,10.321727432598639,1361612315.0
2023-05-02,100.6,6955902.0,53.361635066470235,0.5817075259945312,10.446005105937695,1353840251.0
2023-05-01,102.21,6909535.0,58.30216295603336,0.5684972892284321,11.023831587691946,1360796153.0
2023-04-28,102.5,11329689.0,59.21921570412942,0.3794398991854564,10.445387779679098,1367705688.0
2023-04-27,99.93,8166466.0,53.15582286903858,0.10308752281518707,9.844169961849714,1356375999.0
2023-04-26,96.61,8480415.0,42.987466747665714,0.010534671188906941,10.438425338813966,1348209533.0
2023-04-25,98.01,6511394.0,46.980651830611954,0.23028670898679593,10.411572197778401,1356689948.0
2023-04-24,99.68,8540571.0,52.368999589318825,0.36487513964539176,11.105397657346094,1363201342.0
2023-04-21,99.57,9467979.0,52.0325072916337,0.36131528001841673,11.409080755222803,1354660771.0
2023-04-20,98.07,7762736.0,47.32008286948328,0.3627161096578959,12.206076824843068,1345192792.0
2023-04-19,98.75,11523307.0,49.36143598276604,0.5119554797118013,12.275149791304216,1352955528.0
2023-04-18,100.93,8180148.0,56.63448456960042,0.6257561959666162,12.940594325869322,1364478835.0
2023-04-17,100.3,6692783.0,54.84925960083512,0.5399417473178119,13.359139384678565,1356298687.0
2023-04-14,99.9,7337250.0,53.726158765059765,0.48670306199052504,14.185413013749299,1349605904.0
2023-04-13,100.84,8744977.0,56.8097734878875,0.45239909545293244,15.075246152748553,1356943154.0
2023-04-12,97.94,9289196.0,48.310961213986864,0.30632531859289713,16.03352799474775,1348198177.0
2023-04-11,100.42,7504624.0,57.25796602266327,0.4106991478574713,17.065523824593036,1357487373.0
2023-04-10,100.81,8016576.0,58.849451404276806,0.28543521142270833,16.49995519595129,1364991997.0
2023-04-06,99.97,7042486.0,56.42724142640194,0.08169200220707751,16.422531744546408,1356975421.0
2023-04-05,99.91,7747230.0,56.25646129101167,-0.0940193957693225,16.588607254419376,1349932935.0
2023-04-04,99.57,6794168.0,55.33531294544507,-0.3108143888843813,16.83696625473983,1342185705.0
2023-04-03,99.76,7313201.0,55.94664862007027,-0.5483845162583805,17.025701214666945,1348979873.0
2023-03-31,100.13,8919965.0,57.087105401294316,-0.8629793404156345,16.924889450036172,1356293074.0
2023-03-30,98.1,7669482.0,52.11406026545033,-1.2896370346611832,16.90856653985014,1347373109.0
2023-03-29,96.87,5889123.0,48.77404012073299,-1.6087581348122484,17.414393095590295,1339703627.0
2023-03-28,94.82,5426053.0,42.575292900919834,-1.867436220680517,18.610585634363485,1333814504.0
2023-03-27,95.62,7487900.0,44.52781824754203,-1.961713541615211,19.423545775907005,1339240557.0
2023-03-24,94.08,9544154.0,39.57438685285814,-2.134966216093815,20.299041312953875,1331752657.0
2023-03-23,95.83,9527009.0,43.691161976859306,-2.1682455756487826,20.724376005609315,1341296811.0
2023-03-22,94.9,8811105.0,40.64420521831725,-2.357365840744066,21.89986056791679,1331769802.0
2023-03-21,96.54,7285766.0,44.5956751826805,-2.4697722032366585,23.191342370385964,1340580907.0
2023-03-20,94.22,6657152.0,36.48416934121456,-2.74430145568013,24.0773134593777,1333295141.0
2023-03-17,93.2,12943192.0,32.44647600207945,-2.8185653167162883,24.03849232511326,1326637989.0
2023-03-16,94.29,9946678.0,34.63100646625702,-2.7685011492865783,23.63727496615931,1339581181.0
2023-03-15,93.1,9543836.0,29.84249553698301,-2.775313777050286,23.20519473343967,1329634503.0
2023-03-14,93.36,10323627.0,30.292698501341533,-2.6224773306388585,22.10626164732933,1339178339.0
2023-03-13,92.6,11915321.0,27.316480620371024,-2.415730050591705,21.153064738293235,1328854712.0
2023-03-10,93.57,13978845.0,28.772395310349225,-2.0393256305956555,19.988282812223648,1340770033.0
2023-03-09,96.14,8275586.0,33.114566742132766,-1.62799743444657,19.31882796951059,1354748878.0
2023-03-08,99.3,5668738.0,40.008220337310455,-1.34098584686069,19.524455383641538,1363024464.0
2023-03-07,99.06,6951340.0,39.11432853438888,-1.2768948991149358,20.62699026326448,1357355726.0
2023-03-06,100.66,6773261.0,43.08882301465443,-1.1520821636414098,22.052561586379323,1364307066.0
2023-03-03,101.14,7434264.0,44.34403714522668,-1.1389272588931192,23.23502201517478,1371080327.0
2023-03-02,98.92,7783130.0,36.385434807514976,-1.1544433294305207,24.922131320536355,1363646063.0
2023-03-01,98.54,7898251.0,34.90594363216405,-0.9314192110338126,25.88184570990897,1355862933.0
2023-02-28,99.61,8233743.0,37.165988171616675,-0.5945205113924175,27.172333728047665,1363761184.0
2023-02-27,100.45,6641212.0,39.00706411887939,-0.2648131455026146,29.141965685679,1371994927.0
2023-02-24,100.3,8523000.0,38.501920509586,0.07433790180402866,31.304710824553666,1365353715.0
2023-02-23,101.73,10974753.0,41.54803262122218,0.5214094145219264,33.37472974249095,1373876715.0
2023-02-22,101.68,9885101.0,41.397500593063164,0.93885109927065,35.84349950849846,1362901962.0
2023-02-21,102.09,10648205.0,42.22550724184222,1.4630933790877805,38.1309013044678,1372787063.0
2023-02-17,105.22,9492184.0,49.201646415718656,2.0691903489040158,40.30146913207723,1383435268.0
2023-02-16,105.83,9479922.0,50.718009761432164,2.494002258030875,41.77950981327104,1392927452.0
