,price,volume,rsi,macd,adx,obv,target
2019-11-05,47.0123805023618,19275918.0,38.47913096208002,-0.1531477137701387,13.505735731310489,2195710141.0,1
2019-11-06,47.3531799031802,13288378.0,42.151393685792854,-0.20078559870286483,14.214977728470528,2208998519.0,1
2019-11-07,46.8957912336608,11725522.0,38.80362924644186,-0.27230741838443606,15.334613130515015,2197272997.0,1
2019-11-08,46.8240439913833,7141418.0,38.289903047701266,-0.33096324038632474,16.37427457527061,2190131579.0,1
2019-11-11,46.4922129958496,8198125.0,35.92122043676352,-0.39961784427213587,17.65569282674985,2181933454.0,1
2019-11-12,46.3756237271486,12656881.0,35.09963724676638,-0.4581535827767951,19.04265132055132,2169276573.0,1
2019-11-13,47.0034120970771,12538024.0,42.699384040304544,-0.4487138089867031,19.264912315598455,2181814597.0,1
2019-11-14,47.2007170133404,8660325.0,44.88382539621889,-0.4204650036203361,19.07363242189641,2190474922.0,1
2019-11-15,47.2365906344791,8982389.0,45.29219404326352,-0.3906794113635996,18.877477800212404,2199457311.0,1
2019-11-18,47.5594532247281,13782020.0,48.95767498183863,-0.33713551380510864,17.643385554045192,2213239331.0,1
2019-11-19,47.6042952511516,12679531.0,49.46412159761771,-0.2877660248487999,16.497442754032782,2225918862.0,1
2019-11-20,47.7298529251373,11970306.0,50.932177931877476,-0.23579084412521212,15.579036171106353,2237889168.0,1
2019-11-21,47.4966743877352,7839784.0,48.135524770733014,-0.21098361042655256,14.60576700064644,2230049384.0,1
2019-11-22,47.5594532247281,9113312.0,48.94829168427103,-0.1841353735472424,13.754706465052292,2239162696.0,1
2019-11-25,47.7298529251373,10963527.0,51.18441017712209,-0.14740888281374254,12.955916029127462,2250126223.0,1
2019-11-26,48.3397044844964,13232768.0,58.23516063861454,-0.06830556616125705,13.131192839509522,2263358991.0,0
2019-11-27,48.3845465109199,9595244.0,58.70743507530795,-0.001974480452041405,13.533492517453668,2272954235.0,0
2019-11-29,48.2500204316495,7222347.0,56.63824976871968,0.03928539496753558,13.126061173519046,2265731888.0,1
2019-12-02,48.5662658839168,13173801.0,60.19043946327781,0.09639136882508836,12.307321168350299,2278905689.0,0
2019-12-03,48.6114438056693,15839759.0,60.68591719177084,0.14363797607464335,11.473085667720488,2294745448.0,0
2019-12-04,49.0541874388436,13623982.0,65.25045339600896,0.21433622911797556,11.497048908485482,2308369430.0,0
2019-12-05,48.9638315953387,14064019.0,63.62685881003352,0.2600761466459218,11.519300489195833,2294305411.0,0
2019-12-06,49.1716500354001,7843487.0,65.73846715344254,0.30952654281492187,11.887001681278948,2302148898.0,0
2019-12-09,48.8554045831327,13887205.0,60.02752345438504,0.31951480524150355,11.889647435497844,2288261693.0,0
2019-12-10,48.5843370526178,8993861.0,55.57120694975493,0.30207555194213853,11.268210583813357,2279267832.0,0
2019-12-11,48.7469775709268,8441016.0,57.60486333996517,0.29794403526850743,10.847848851181732,2287708848.0,0
2019-12-12,48.9186536735862,11233315.0,59.701704425007435,0.305006678140721,11.024101733632289,2298942163.0,0
2019-12-13,49.1716500354001,13072181.0,62.634672807231254,0.3272462741751383,11.187765124479231,2312014344.0,0
2019-12-16,49.1716500354001,9538094.0,62.634672807231254,0.3409411568325851,11.854876135571661,2321552438.0,0
2019-12-17,49.1716500354001,9229950.0,62.634672807231254,0.34778539644361217,12.259451441119532,2330782388.0,0
2019-12-18,48.7108352335248,14204073.0,53.73728327228284,0.3124241709585647,11.640602196872617,2316578315.0,0
2019-12-19,49.0812941918951,13385910.0,58.80373593150643,0.31071139928376823,11.06595647007191,2329964225.0,0
2019-12-20,49.6686071746774,23832792.0,65.29310911800974,0.352679791620524,12.102725806950696,2353797017.0,0
2019-12-23,49.6143936685744,9300761.0,64.28643971601569,0.377217143629764,13.125475051447049,2344496256.0,0
2019-12-24,49.4336819815645,3359259.0,60.915060334975685,0.3777270467401408,13.557500005192965,2341136997.0,0
2019-12-26,49.7137850964299,6228538.0,64.06113476926524,0.3961663697732618,13.99409002005397,2347365535.0,0
2019-12-27,50.0119593799962,6895436.0,67.09731671939457,0.42988439910337206,15.113260623001205,2354260971.0,0
2019-12-30,49.9396747051923,6431682.0,65.64936299980988,0.44563639219413886,16.152490468595065,2347829289.0,0
2019-12-31,50.0119593799962,7982561.0,66.4295371220516,0.4586655187630626,16.875398611531285,2355811850.0,0
2020-01-02,49.6866783433784,11867650.0,59.84286123952574,0.4376982216294607,16.89861676367976,2343944200.0,0
2020-01-03,49.4156108128635,11354471.0,54.952965100498574,0.3946592174907835,16.059476382703874,2332589729.0,0
2020-01-06,49.3975396441625,14691331.0,54.632462553011955,0.35500008435195696,15.28027460036912,2317898398.0,0
2020-01-07,49.0180451014417,10225636.0,48.26616249611709,0.2896094600021897,15.294166158890246,2307672762.0,1
2020-01-08,49.1084009449466,10675996.0,49.767091147290145,0.24228497020715878,15.203848511434908,2318348758.0,0
2020-01-09,50.0029237956457,15397936.0,61.63429524431796,0.27380424440975304,14.776134767980773,2333746694.0,0
2020-01-10,50.1745998983052,13040108.0,63.420381174134135,0.3090735159269613,15.239936007099791,2346786802.0,0
2020-01-13,50.7167349593349,14302837.0,68.42016630184155,0.3764311720875213,16.09167398089563,2361089639.0,0
2020-01-14,50.5992723627785,16345270.0,66.30551576180343,0.4155442149713551,16.965142520545236,2344744369.0,0
2020-01-15,51.2317632673132,17734619.0,71.42653854753866,0.491907905171189,18.617265201875203,2362478988.0,0
2020-01-16,51.3401902795192,10233861.0,72.20638800609848,0.5547806673536329,20.15137912025303,2372712849.0,0
2020-01-17,51.4486172917251,14262628.0,72.99997895517107,0.6063671154234882,21.799833860181508,2386975477.0,0
2020-01-21,51.6564357317865,11967576.0,74.50269612589761,0.65645179086291,22.707849829607998,2398943053.0,0
2020-01-22,52.0540014432084,12869581.0,77.12554585521995,0.7199256327495291,24.018906572600525,2411812634.0,0
2020-01-23,52.2527842989193,12858342.0,78.32607158358472,0.7773088918598603,25.467115189511247,2424670976.0,0
2020-01-24,52.1172505336618,8593334.0,75.41965066498291,0.8025972544259403,26.834129123324526,2416077642.0,0
2020-01-27,51.9365388466519,14359908.0,71.60446489985888,0.7988479195304734,27.16999328730226,2401717734.0,0
2020-01-28,51.5118663821786,15240160.0,63.477912259142855,0.7529297207281118,27.058474437772695,2386477574.0,0
2020-01-29,51.5118663821786,13162128.0,63.47791225914286,0.7083735282678276,26.18381147801951,2399639702.0,0
2020-01-30,53.1834494870204,20222384.0,75.94216087383856,0.798737858455624,27.43617589702104,2419862086.0,0
2020-01-31,52.7678126068976,17684541.0,69.58320619080045,0.827277478753011,28.682714919598535,2402177545.0,0
2020-02-03,52.9304531252065,12333459.0,70.61991130011502,0.8531840889507905,29.84021544056335,2414511004.0,0
2020-02-04,53.1653783183194,15416940.0,72.09917104219352,0.8824988663175901,31.323593375019836,2429927944.0,0
2020-02-05,53.1744139026699,11414887.0,72.15723612039658,0.8961301047005392,32.49223013034204,2441342831.0,0
2020-02-06,53.3009120835768,9346819.0,73.00427930754402,0.9066885639652114,33.80194090332401,2450689650.0,0
2020-02-07,53.4816237705868,8757746.0,74.21128562937466,0.9190439750142332,35.01810090680727,2459447396.0,0
2020-02-10,53.9876164942145,7984881.0,77.27508051295743,0.9586147966666445,36.57705274254526,2467432277.0,0
2020-02-11,53.8430471446066,7431171.0,74.54990954041608,0.9671605943268347,38.024650875730536,2460001106.0,0
2020-02-12,53.6804066262977,9178584.0,71.49521040126959,0.9498600742886509,39.36884914225972,2450822522.0,0
2020-02-13,53.8611183133076,8172569.0,72.8274837868091,0.9398966666778819,40.266278026181844,2458995091.0,0
2020-02-14,54.1683281812245,9965529.0,74.96929959370127,0.9458862750596566,41.325714732975904,2468960620.0,0
2020-02-18,53.7888336385036,10075672.0,67.8541544683396,0.909526588474364,41.75766076159635,2458884948.0,0
2020-02-19,54.0056876629155,6265658.0,69.6280175078482,0.8879735757070719,42.23998830031712,2465150606.0,0
2020-02-20,53.9605097411631,7597207.0,68.77652872774634,0.8573640183768703,41.553945683968664,2457553399.0,0
2020-02-21,54.3309686995334,10841643.0,71.81978001681942,0.8531639229211905,41.299324072996356,2468395042.0,0
2020-02-24,52.99370221566,14412757.0,52.085014784518506,0.733474055427024,38.95147682837137,2453982285.0,0
2020-02-25,52.2437487145688,15913991.0,44.6715683449281,0.5715159135091952,37.14000943362869,2438068294.0,0
2020-02-26,52.0449658588579,15837801.0,42.927466304109466,0.4222553076933977,35.6506502328915,2422230493.0,0
