,price,volume,rsi,macd
2006-09-06,1.54,9114100.0,56.6103650068868,0.019370556883074208
2006-09-05,1.6115,7467700.0,66.92519552022786,0.016988563158917724
2006-09-01,1.588,6563200.0,64.97764551305107,0.00642116661413783
2006-08-31,1.5415,5947000.0,60.72885516771131,-0.004767345581041749
2006-08-30,1.5335,11303300.0,59.9527054665175,-0.014244067028982954
2006-08-29,1.476,7398100.0,53.86755083316027,-0.025318077793024196
2006-08-28,1.4455,6067400.0,50.1355959831984,-0.033229734036684055
2006-08-25,1.4015,3542600.0,44.0751771380179,-0.03973908823805794
2006-08-24,1.3985,4516900.0,43.64151127102629,-0.042989368135258
2006-08-23,1.407,4726400.0,44.55040961671186,-0.046207152758444
2006-08-22,1.4185,4587100.0,45.747359013354114,-0.050507566546460714
2006-08-21,1.4065,5334900.0,44.297254129372355,-0.056432711904307986
2006-08-18,1.456,5998600.0,49.34970839913445,-0.061952694351534054
2006-08-17,1.4545,9496300.0,49.18662678998933,-0.07313706912087992
2006-08-16,1.3975,7636600.0,42.67370563457698,-0.08619585918472317
2006-08-15,1.3885,8201600.0,41.57577803492214,-0.09580622964170571
2006-08-14,1.3265,5128000.0,33.41865754879663,-0.10576264823019321
2006-08-11,1.3035,5115900.0,30.054672062340302,-0.11061956579978682
2006-08-10,1.3245,6405600.0,31.39970820208478,-0.11286792872243501
2006-08-09,1.3105,6911200.0,29.445037595412117,-0.11623412388956145
2006-08-08,1.318,7260200.0,29.86839587974687,-0.11741448028266377
2006-08-07,1.339,5476400.0,31.028314394143692,-0.11797683363847566
2006-08-04,1.3645,10252400.0,32.44918858430029,-0.11911675615969752
2006-08-03,1.3345,6941100.0,28.89195338077981,-0.12143546808809758
2006-08-02,1.3045,7810400.0,25.236095520256043,-0.11957410814088365
2006-08-01,1.316,13128800.0,25.706537467900716,-0.11240453078075396
2006-07-31,1.3445,8038200.0,26.85874837924291,-0.10278947704792296
2006-07-28,1.3585,12422000.0,27.419336425379754,-0.09192387061732155
2006-07-27,1.328,26393800.0,24.21969330494973,-0.078143785746011
2006-07-26,1.313,76985200.0,22.662738037313545,-0.05631329508123262
2006-07-25,1.6795,17230000.0,42.45083675117845,-0.02610327543155222
2006-07-24,1.7155,7385400.0,46.12420457534276,-0.024480984526955796
2006-07-21,1.6595,7136600.0,38.42829036043248,-0.025719718906515032
2006-07-20,1.709,5836200.0,43.53228853631607,-0.021224871239603038
2006-07-19,1.724,8866300.0,45.22239629409534,-0.02021908572671416
2006-07-18,1.6745,5215000.0,37.82559812365933,-0.020168514606965227
2006-07-17,1.6835,7197300.0,38.70805754497494,-0.014770607256202606
2006-07-14,1.646,8094800.0,32.62669542899599,-0.008582433041139037
2006-07-13,1.6865,6455500.0,36.23187923320601,0.003258944710322176
2006-07-12,1.7315,4894700.0,40.89403881085616,0.01420180948094596
2006-07-11,1.783,6088600.0,47.371821775503676,0.02338049419572852
2006-07-10,1.7895,3876700.0,48.26790065817596,0.029512117316112807
2006-07-07,1.8055,5004100.0,50.44913235527758,0.03624721275607823
